"UniqueKey","UniqueRowId","GlobalRecordId","RECSTATUS","FKEY","Stratificationlevels","Pathogenspp","Ve","Total","Others_Def"
11,f87b9dcc-605b-4bdc-ba9d-8f26093a9253,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Aspergillus spp.,1,1,
12,99138c2e-3e7f-488a-8fc6-9af7a3893065,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Pseudomonas spp.,1,1,
13,41a8bfcf-06e8-4245-84c7-ada921fe0b78,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Arcanobacterium pyogenes,0,0,
14,dd697f45-0271-48d8-8ad2-4ef13813a3c8,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Enterobacteriaceae (no specification),21,22,
15,6d0968be-c81a-432f-8250-b1e51acdf54c,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Major Pathogens,91,99,
16,446ae8e2-1e9c-462b-9560-786fa5821096,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Coagulase-negative staph (CNS),181,264,
17,b162d979-9170-487d-ab8b-11af2d938905,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Corynebacterium spp. (C.bovis),307,348,
18,c63e6268-c580-4779-9def-8a443d204295,2b6c8940-a7cb-44b3-b143-f0415c07f0bf,1,f0f80d25-bfd1-441e-bc87-6421c77ed324,,Minor Pathogens,488,612,
19,8db86fa8-6eef-467d-80da-30d9098c096a,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Strept. Uberis,30,32,
20,be06818c-0f61-45bb-9c57-c9a684bef1bb,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,E. coli,7,7,
21,3f4cd700-021e-4ab6-9bd4-a38ce2f087a8,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Aerococcus spp.,19,20,
22,74a659cc-2ca0-4706-8714-77520bb1857d,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Coagulase-positive staph,12,12,
23,2030a586-0add-462c-9a28-37df46b27c08,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Enterococcus spp.,7,7,
24,d9aa9532-a1bf-4350-bb30-23da1db40677,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Bacillus spp.,6,6,
25,6ae4ccfe-7d13-48ba-ab55-227932d77d86,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Yeast,0,2,
26,19218d92-af50-4e0b-815b-d6726b876876,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Strept.spp (no specification),5,5,
27,18d3fbbf-d68e-4a6c-954a-64c4a0936eb4,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Mucor spp.,1,1,
28,70fe25e9-d607-4a87-9c96-21b0a4ab5266,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Strept. Dysgalactiae,4,4,
29,b13f80ce-a184-4789-92c8-21294426cbf0,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Aspergillus spp.,3,3,
30,2f27d03f-6d13-4252-b9aa-a45c69243d35,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Pseudomonas spp.,0,0,
31,8ae39eb7-6989-4085-ac83-3651e7d17828,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Arcanobacterium pyogenes,0,0,
32,c329759b-e198-4651-83a4-00e43abd9dd5,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Enterobacteriaceae (no specification),13,14,
33,bcda1554-fa2c-4861-a1b7-a4b8e26e3e52,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Major Pathogens,101,104,
34,3a3baca6-e46c-4c77-a177-88b95148f8e3,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Coagulase-negative staph (CNS),189,255,
35,02789998-f352-42b2-b97c-05d4fe004d0d,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Corynebacterium spp. (C.bovis),310,343,
36,85744dbb-c285-488c-a78c-fbf86d127f79,2772fe01-de1b-43f8-9c87-c4d04d38086d,1,84d16ac5-2f7d-461f-801b-c94165618d74,,Minor Pathogens,499,598,
55,481928ac-6a3d-4e53-94ea-e8636bfa44f1,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Strept. Uberis,2,2,
56,5e812451-37d8-49e2-9442-a1e2a7692e70,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,E. coli,7,7,
57,18b9d9b2-7b81-4219-b209-d7158ed6ab59,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Aerococcus spp.,10,10,
58,d68635c0-0aed-487f-b3c4-2c0c849e3f5b,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Coagulase-positive staph,0,1,
59,7b94c0ea-e206-4871-bf17-a2dd353a2cd9,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Enterococcus spp.,5,5,
60,7d0763ed-9c0a-40ba-8ee9-5722ea9ef7f4,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Bacillus spp.,4,4,
61,16798617-9c44-4bb3-b823-b2bca50788fb,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Yeast,0,0,
62,72cdae40-ce93-4872-98be-f64635a179a5,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Strept.spp (no specification),4,4,
63,1cd4f5a6-2d13-4a31-938d-ebb220f4858d,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Mucor spp.,0,0,
64,9c58ab86-5884-44c1-8269-627e3f3977f8,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Strept. Dysgalactiae,0,1,
65,80beced4-5f99-4b9d-8997-43cfce0a61ad,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Aspergillus spp.,0,0,
66,3498f495-3515-403d-bbef-8edc111d4651,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Pseudomonas spp.,0,0,
67,73e22b58-0cdc-4a06-80f1-e2f81f99a416,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Arcanobacterium pyogenes,0,0,
68,d2b5d546-67c4-49b4-a8a3-1f44054f4268,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Enterobacteriaceae (no specification),8,8,
69,d54c00af-172c-4440-ba2b-5b42979672f0,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Major Pathogens,41,41,
70,720a81a9-7e9e-453c-9e92-4dc49dedcd52,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Coagulase-negative staph (CNS),139,233,
71,97541eef-8576-4dcf-a922-f97c83ed5471,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Corynebacterium spp. (C.bovis),175,218,
72,019a3474-18d8-46eb-873b-fabf48229def,32cac059-780f-49d3-b046-5f314e04458e,1,d113c58d-6335-4d99-b306-437285ccea0b,,Minor Pathogens,314,451,
73,56562373-581b-488e-8a8c-823239babce2,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Strept. Uberis,7,7,
74,c50f2e36-3c0d-4d7e-8756-dd45b3d3c21c,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,E. coli,8,8,
75,14df8faa-6e0c-4695-96ec-33a7c34f97c2,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Aerococcus spp.,14,14,
76,189a0d6f-4897-460a-ad1a-274c5c362a09,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Coagulase-positive staph,3,3,
77,d2bd5a9b-cfc2-4ebd-9cf8-8e3135cc61a7,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Enterococcus spp.,1,1,
78,a198d5ca-8961-4c71-9507-1743adda5aec,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Bacillus spp.,2,2,
79,a5ad05d5-0acb-42a4-858a-7b1c486c5dc9,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Yeast,0,1,
80,da62ba39-06ba-4ab1-bef9-81be2005ca81,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Strept.spp (no specification),2,2,
81,0743a219-3e8c-4554-8772-734fed3d82e0,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Mucor spp.,0,0,
82,9fb91a6f-87d3-4bf3-a090-23774dbc8de8,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Strept. Dysgalactiae,0,0,
83,fcd98ee5-cfd1-4649-9a7c-53c8040dc62a,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Aspergillus spp.,0,0,
84,ece82a6a-f6da-4b1a-9bb9-61df1bfc1882,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Pseudomonas spp.,1,1,
85,21545cff-b64d-4a19-9c02-df217876d6b8,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Arcanobacterium pyogenes,0,0,
86,965477e9-faef-48b9-88e0-3ebf2c9ebb12,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Enterobacteriaceae (no specification),13,13,
87,34d3ba97-1753-4a03-9895-c97861041230,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Major Pathogens,49,49,
88,21af72bc-7955-489e-96ab-1798f5a315a8,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Coagulase-negative staph (CNS),166,248,
89,85d4cb28-0fa8-4c0a-9b04-5e854a96c7c5,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Corynebacterium spp. (C.bovis),180,209,
90,93b4aaac-9d0c-4e0a-b836-367e440b1c3c,9d629bad-ff9e-466f-b051-c7ad21320f22,1,cdbbc98e-8b2e-4ee3-9b1f-d907bed9aefa,,Minor Pathogens,346,457,
91,8aa5a032-0539-479c-aeed-c16b40d4ae9a,2729b3bd-810b-4675-862c-0421014eb687,1,c31b4cd3-dcbc-48fa-a526-bf01d6aa17a4,,S.aureus,17,24,
92,5cd85c89-3d11-4e7e-8457-05fb90ca5a57,2729b3bd-810b-4675-862c-0421014eb687,1,c31b4cd3-dcbc-48fa-a526-bf01d6aa17a4,,Strept.spp (no specification),4,4,
93,ab5585fd-6944-4f9a-b484-203ad61a55b0,2729b3bd-810b-4675-862c-0421014eb687,1,c31b4cd3-dcbc-48fa-a526-bf01d6aa17a4,,S epidermidis,3,3,
94,acb066a6-1de6-43f6-b522-6ff6a68f0965,2729b3bd-810b-4675-862c-0421014eb687,1,c31b4cd3-dcbc-48fa-a526-bf01d6aa17a4,,Corynebacterium spp. (C.bovis),12,12,
95,d889dc12-11ac-4106-a9d1-50a73dbd4bce,26baa78e-3164-4296-b044-60cdfb0e2e13,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,,S.aureus,23,27,
96,36317b28-7c5d-45ee-8569-7c92afb86e3b,26baa78e-3164-4296-b044-60cdfb0e2e13,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,,Strept.spp (no specification),3,4,
97,113f8176-613a-4d69-86b9-87af71a705f1,26baa78e-3164-4296-b044-60cdfb0e2e13,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,,Enterobacteriaceae (no specification),0,1,
98,0f12a7b9-dfb9-43d4-8d8d-18d42c24b2ae,26baa78e-3164-4296-b044-60cdfb0e2e13,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,,S epidermidis,2,2,
99,046f4d82-f7a6-4e3e-95c1-9c5b62cffb2c,26baa78e-3164-4296-b044-60cdfb0e2e13,1,74c9e9b7-5e9f-464f-9f8b-8a2285119810,,Corynebacterium spp. (C.bovis),10,10,
100,1cedb22a-b381-4195-9250-8a00e5f79f0a,fd3eb718-9cc3-4620-b136-52bf933a87c7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,Lact_Infections treated,S.aureus,15,18,
101,9cec8615-8b6d-4fe8-8718-788147ac93aa,fd3eb718-9cc3-4620-b136-52bf933a87c7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,Lact_Infections non-treated,S.aureus,8,9,
105,1a90cfc2-ae9f-4d34-9b0d-f5c12b7c2eed,fd3eb718-9cc3-4620-b136-52bf933a87c7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,length of infection 4-6,S.aureus,7,9,
106,58c9c4c0-35e5-4483-9f01-46b9a6121c43,fd3eb718-9cc3-4620-b136-52bf933a87c7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,length of infection 6-8,S.aureus,12,13,
107,18e80a8a-da8d-4baf-a748-4dafbbfd9b09,fd3eb718-9cc3-4620-b136-52bf933a87c7,1,7fae4a47-b454-4ced-8e1e-c1279b76a3b5,length of infection >8,S.aureus,3,3,
108,100dd61c-c4b5-44c6-949f-ea9d9624c69f,94104cc5-918d-4e03-aad8-69314f6b0ddb,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,lact_Infections treated,S.aureus,15,21,
109,a01a92df-2cca-4437-8c35-71d0689bde4f,94104cc5-918d-4e03-aad8-69314f6b0ddb,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,lact_Infections non- treated,S.aureus,2,3,
110,22a61f3e-6c70-4a21-be13-ba03cccf2583,94104cc5-918d-4e03-aad8-69314f6b0ddb,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,length of infection 4 to 6 months,S.aureus,3,4,
111,4adf3d4e-8801-48a7-aaa8-b95fd1b6e2de,94104cc5-918d-4e03-aad8-69314f6b0ddb,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,length of infection 6 to 8 months,S.aureus,10,12,
112,a740792f-8222-4b51-a4b6-e08846df8da1,94104cc5-918d-4e03-aad8-69314f6b0ddb,1,3e1e2d28-7e76-4ced-a61e-0e64842bfa95,length of infection > 8 months,S.aureus,4,7,
113,ce5b6d6f-c63a-42eb-b91b-4e6e0d48acd2,266a417a-fae5-4034-8582-38e72a725235,1,0f6ddd3a-aa90-4ce0-977b-c29265976821,,S.aureus,2,9,
114,100c2c54-90cf-433c-85b4-f9ca2535834b,1bd8108e-5ed5-4883-818e-22a8a483d9c8,1,1cb019dd-13a3-49bf-a015-2fed7cfb28a8,,S.aureus,2,11,
115,001f9ffe-f50a-43af-89ec-fa896de21f37,eb3f65bd-e167-4ea8-bc3f-0a17acaded7d,1,4a1604f3-7d71-47d6-9500-838f0256db1c,,S.aureus,2,9,
116,90052d44-7208-4f59-8e08-f6760927f0e5,44d40cca-424e-422e-8eee-46f3f93deedb,1,658f4a6c-7ac3-4b74-9675-3e7eb9539c65,,S.aureus,2,14,
117,fd46f22f-3976-4e1c-90c8-82284c776c5f,62a041b6-2b83-4b49-bad3-d8a5de0a1cb6,1,cda7674d-b1ef-467c-ac76-d89bea0c7783,,S.aureus,3,12,
118,34d1e9b6-ff40-4038-90a6-ce6d8f82b3d8,cf4073e1-4c7a-49d1-a941-3b8899f7a581,1,a5266644-9440-49ef-8348-c48597db5a22,,S.aureus,12,25,
119,4168cd60-d8d6-49c2-ae36-90f97b34fccd,5409b9ac-f57f-4f08-9347-3d5230f49ec5,1,e003b47b-008c-4049-8c5a-62d10d1012db,,S.aureus,3,8,
120,32a62a5b-5ddd-4d20-908b-3067284ec159,e7a005ee-f54a-4cef-90bd-b504fbb47c0b,1,40a99d00-7c81-4850-bb0b-d6396d1dd048,,S.aureus,6,15,
121,655e35d5-7f23-4f7a-bc80-727bd6418dda,824f6229-708a-4c57-9bc3-3ecd98a7cfd2,1,1c2aee72-2e29-4fa8-81ee-c73a51e756af,,S.aureus,51,59,
122,275cdb32-4780-41a3-9357-0bc6d7c5b231,65006714-2cd8-4a4b-97cd-55f922bd414b,1,ca341b0d-4ac6-4a57-b5ba-516f407327c7,,S.aureus,0,62,
123,594b3798-ffae-444d-a565-abf174fbac77,d699dd39-1a44-4d20-8299-56c4887a587e,1,415e829a-ffac-4240-814b-d1f8233807fe,,S.aureus,0,51,
124,e6948f5a-9784-4c68-ab06-0da2a0d4f9df,9d358ac9-a1eb-4a4a-9a6b-f30d46d439df,1,3c66293b-4fe8-43a9-a3ac-20fdcf169698,,S.aureus,133,160,
125,60fb9be1-e7dd-4831-aa16-b0e206671bff,e7dfcedd-5059-4e91-bf32-8413cd62eef6,1,965202e3-843b-419e-8d87-66b7e6d9ba36,1,S.aureus,22,26,
126,9c76a67b-668a-4dc0-8e9d-a7bcbc4013ca,e7dfcedd-5059-4e91-bf32-8413cd62eef6,1,965202e3-843b-419e-8d87-66b7e6d9ba36,2,S.aureus,26,33,
127,98a7e491-b941-4c68-8999-0c600693ee89,e7dfcedd-5059-4e91-bf32-8413cd62eef6,1,965202e3-843b-419e-8d87-66b7e6d9ba36,3,S.aureus,11,13,
128,60294aec-f319-4c18-8407-956ba07fc436,e7dfcedd-5059-4e91-bf32-8413cd62eef6,1,965202e3-843b-419e-8d87-66b7e6d9ba36,>4,S.aureus,14,17,
132,d7dc5517-1368-4e0c-b456-93f84dcd8080,40be8e2c-22fb-41b0-a5e1-335a1dac58a2,1,d34e5710-8a58-4f4e-b56c-b3b76c2a6363,,S.aureus,232,277,
133,34f0b7f6-0645-4b81-a912-9dcbb02c30a9,9d358ac9-a1eb-4a4a-9a6b-f30d46d439df,1,3c66293b-4fe8-43a9-a3ac-20fdcf169698,,Strept. Dysgalactiae,109,114,
134,0f9eb518-1858-4fc4-9631-1a751cd0b083,40be8e2c-22fb-41b0-a5e1-335a1dac58a2,1,d34e5710-8a58-4f4e-b56c-b3b76c2a6363,,Strept. Dysgalactiae,157,174,
135,e06d3bdd-5e40-4181-b246-7d65853fb026,a13f205c-10a2-4402-bcb3-a6f010480aee,1,ce8e9f22-2815-431d-ba7c-3da6103ea076,1,S.aureus,38,46,
136,771a0216-a7e7-4a39-8bc1-3b385f7c55c6,a13f205c-10a2-4402-bcb3-a6f010480aee,1,ce8e9f22-2815-431d-ba7c-3da6103ea076,2,S.aureus,45,51,
137,027b70c2-a22a-4477-8a84-2786c30b3576,a13f205c-10a2-4402-bcb3-a6f010480aee,1,ce8e9f22-2815-431d-ba7c-3da6103ea076,3,S.aureus,19,22,
138,6984a9aa-920c-4bbf-bb44-1b09f04a6f01,a13f205c-10a2-4402-bcb3-a6f010480aee,1,ce8e9f22-2815-431d-ba7c-3da6103ea076,4+,S.aureus,33,40,
139,b46e36ce-2d52-4a8f-9890-ae686c6cfbc5,22cdf5e5-43f1-4aba-ab78-5c44711b6f5c,1,60503dd8-5b20-4975-bf78-831b1821abf3,,S.aureus,183,236,
140,7a1bc88d-ab79-4a76-bec3-623de8aa1cb0,22cdf5e5-43f1-4aba-ab78-5c44711b6f5c,1,60503dd8-5b20-4975-bf78-831b1821abf3,,Strept. Dysgalactiae,116,134,
141,8df3557e-e7ef-497a-ae6d-150830e2d16a,9d7d4fdf-152d-445b-9f9e-161517b09bde,1,6bb270dc-b250-447d-ad1e-87f758bdd8b8,1,S.aureus,32,35,
142,18acd874-a991-45e6-ab3f-7e9d61131a99,9d7d4fdf-152d-445b-9f9e-161517b09bde,1,6bb270dc-b250-447d-ad1e-87f758bdd8b8,2,S.aureus,29,40,
143,ca0b4e4f-2654-4352-bec5-69a1efe22834,9d7d4fdf-152d-445b-9f9e-161517b09bde,1,6bb270dc-b250-447d-ad1e-87f758bdd8b8,3,S.aureus,21,34,
144,142b86fe-7dfa-42bc-962f-d9dd019472b4,9d7d4fdf-152d-445b-9f9e-161517b09bde,1,6bb270dc-b250-447d-ad1e-87f758bdd8b8,4+,S.aureus,27,37,
145,da88ec09-d7cd-445f-a22e-4d2ebe8584f0,034ac10e-fb32-4d95-a7e6-d7d81e65c886,1,6c710c38-e10a-4bdf-a562-de3ba137c246,,S.aureus,45,56,
147,ddbe027d-3dde-4cea-884d-64f6bb2627f6,7887c826-4e80-4391-ae7d-d83607ca151e,1,202da8a7-4064-4223-a90d-917f2b0da786,,S.aureus,39,56,
148,0be30acd-fa3a-49a1-b839-70264d0488f9,656dac5e-8e05-43bc-8338-5b90954bd093,1,705414e8-99bc-40b2-9464-e5cc05507925,,S.aureus,9,29,
149,da0f148d-8f1f-476d-9b2b-1d3c40d16c0d,bc077303-b41f-49e5-93b4-e80fe5b228f1,1,b7975a16-08cd-452d-964b-292dc496c1e7,,S.aureus,8,29,
150,4239ac1a-a0cf-406f-91d0-3ff97f83da62,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Strept. Uberis,16,16,
151,db7d4186-a351-44ec-be3c-fad3476dfc5c,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Strept. Dysgalactiae,2,2,
152,6e897d73-6357-4699-9703-9e08f3f6700e,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Coagulase-positive staph,5,5,
153,8ad73626-1bb6-4d59-8c39-2587c0f888ac,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,E. coli,15,15,
154,ecd7434d-554d-41ef-8049-9968be991ac3,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Enterobacteriaceae (non-e-coli),3,3,
155,b388ba4f-0c46-492f-aa7a-6cf433da7ced,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Aerococcus spp.,22,22,
156,19c6453b-fbce-4e00-ad4e-d5b786f57fb5,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Arcanobacterium pyogenes,0,0,
157,3dc3454c-45b8-4af5-b676-0200ae2a3ba2,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Coagulase-negative staph (CNS),138,189,
158,6692af48-75a5-49a8-97c9-7f835c2851bf,724d307f-b459-4d0b-9aba-6786063e80df,1,3c447dd8-ef3d-49a6-a710-f47918d588be,,Corynebacterium spp. (C.bovis),271,308,
168,c2d795ab-5614-4517-be4b-c90de1c35a7a,ae6ee81e-d617-4f81-9906-7ca15c0775ee,1,5fb69508-47e8-44e4-bf0a-d72061073e56,,Strept. Uberis,8,10,
169,31240fa3-8794-4c6b-87c6-50e02ac660df,ae6ee81e-d617-4f81-9906-7ca15c0775ee,1,5fb69508-47e8-44e4-bf0a-d72061073e56,,Strept. Dysgalactiae,3,3,
170,d12563b0-97a8-4d57-9878-ff7e53f038b4,ae6ee81e-d617-4f81-9906-7ca15c0775ee,1,5fb69508-47e8-44e4-bf0a-d72061073e56,,Coagulase-positive staph,4,4,
171,f9a3f8d3-e767-4cd1-b1a2-a896cb458115,ae6ee81e-d617-4f81-9906-7ca15c0775ee,1,5fb69508-47e8-44e4-bf0a-d72061073e56,,E. coli,11,11,
