"UniqueKey","UniqueRowId","GlobalRecordId","RECSTATUS","FKEY","Stratificationlevels","Pathogenspp","Ve","Total","Others_Def"
978,848dad5a-e4b3-44b2-ae50-cb86a4d52833,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,E. coli,11,782,
979,c98e0752-bd83-402e-942a-d80cc410be97,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Klebsiella spp.,26,784,
980,b2a73dab-ed0a-47b0-bb1f-935bcf058388,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Enterobacter spp,28,798,
981,6de5ac47-5e00-4816-b3c5-611fc209bb15,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Proteus spp.,2,812,
982,ddcb5294-9e6f-4a87-a136-849eedfb868e,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Citrobacter spp.,0,811,
983,3e8c6900-3810-413f-919e-e8c8eb393ab0,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Pseudomonas spp.,4,812,
984,9816f577-585a-406c-83e2-308ac887e041,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Yeast,4,806,
985,f6568187-0066-470b-a028-2bc6e7e4c635,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Bacillus spp.,3,812,
986,cc89fdf2-7f9f-42cb-8019-a066c3e2ed60,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Coagulase-negative staph (CNS),67,679,
987,6e576c38-1728-4d5e-b74c-9382fd5f8cf6,32637565-4512-4f22-9115-7438732b6c62,1,03a32c91-cf73-4baf-9eb4-02028811f6f9,,Corynebacterium spp. (C.bovis),2,803,
988,75afb540-2c03-4666-a195-5c4e6e0c77c1,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,S.aureus,6,779,
989,445e3dc5-e90b-4620-88cd-4ee8c623650b,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Strept. Agalactiae,0,811,
990,b4362a50-1f39-4186-b4e6-2138e7a08977,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Strept. Dysgalactiae,7,808,
991,c9e0436e-2b03-42cc-a13b-9bcd39e76d6c,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Strept. Uberis,38,769,
992,aba265bc-4e94-4e6b-a445-4093fe309b95,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Enterococcus spp.,25,784,
993,d9aca24d-83fa-48a9-b4b4-80927c67d219,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Strept. Bovis,10,811,
994,94a722c6-88a1-44ae-860c-63cfdd075eb7,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,E. coli,13,781,
995,44993ce2-2aa9-4693-af8a-22adb350c0be,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Klebsiella spp.,11,783,
996,05fdb1d5-ab06-44e2-a3b3-fff035937ff0,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Enterobacter spp,24,797,
997,d7e4115d-9257-44d8-b65f-7ede87464eee,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Proteus spp.,4,811,
998,c78da7c2-f5b8-48f4-ba75-609f592c2f30,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Citrobacter spp.,0,810,
999,290a3067-ec2f-44d2-80b0-381f36b94c77,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Pseudomonas spp.,1,811,
1000,62a3dccf-0ae0-4e9d-96a1-ff2faf57a0f5,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Yeast,5,805,
1001,995d7419-a890-4c2d-a243-10da7f3f4946,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Bacillus spp.,2,811,
1002,a67b887c-06bc-442c-970f-de5423d5c5b9,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Coagulase-negative staph (CNS),51,678,
1003,5756b6b0-25a0-462e-b4cb-07154158f299,70476c94-f617-4472-a1b9-9d8b1b12b67b,1,45a321bb-4171-4798-ab40-fc2ee69d4833,,Corynebacterium spp. (C.bovis),0,802,
1020,ece85ddf-99ac-491e-b5e8-3ca6cf8635c3,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,S.aureus,7,794,
1021,43701d62-7190-4a17-870d-27124330e91c,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Strept. Agalactiae,0,821,
1022,941e8994-0e97-4a83-8a6a-944168ea77d2,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Strept. Dysgalactiae,2,820,
1023,cf5d2cf7-b822-4835-8bbe-99935b646492,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Strept. Uberis,35,783,
1024,33e24f80-beb7-4a4e-bcf8-5fa8b5538f2b,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Enterococcus spp.,22,790,
1025,4c48bb0b-394c-4e06-a9c0-937d2358f03a,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Strept. Bovis,2,821,
1026,c188e027-4c6a-4d60-935c-ff08de5dd1ea,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,E. coli,14,803,
1027,6d954cc1-f7b7-4e25-9c75-1a59c7b22839,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Klebsiella spp.,19,796,
1028,dc531a22-8ae1-4b98-8cbc-f78e5f8cc783,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Enterobacter spp,29,812,
1029,772846e9-bbbe-49a8-aa8f-9e9de5d557da,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Proteus spp.,2,821,
1030,35044e7c-45e8-4927-a8d2-c6c29d5d1949,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Citrobacter spp.,0,820,
1031,f2be50ab-c3f5-497d-a702-aa8e957631d8,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Pseudomonas spp.,2,821,
1032,fc21ab7d-3cec-4d02-8f60-70d73e0cc28f,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Yeast,7,815,
1033,01730e15-f5a6-4bd3-9dc6-638f9c63bffa,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Bacillus spp.,3,820,
1034,d31b2f5c-d0f6-40fc-aecc-9ff63f41503e,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Coagulase-negative staph (CNS),53,692,
1035,163f86ed-e231-47f8-8e54-c4223de698a6,3d6e5e54-1f51-4133-ace3-70376a503624,1,7b92497b-5031-47f4-b295-3b4688c11ffb,,Corynebacterium spp. (C.bovis),5,816,
1036,17f0d294-c951-4e33-97ec-207f9c2cad22,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,S.aureus,4,782,
1037,9636ac21-c995-44bc-b396-482004e78134,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Strept. Agalactiae,0,809,
1038,f4534a92-87fb-45c9-9dc7-5611691844c5,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Strept. Dysgalactiae,1,808,
1039,41ec3fa0-2fd9-4428-8e7b-bf13408ad001,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Strept. Uberis,32,771,
1040,8ed49a37-9194-4347-a79e-a27306993758,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Enterococcus spp.,25,778,
1041,43592642-7574-4775-8ae9-c1a53255600b,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Strept. Bovis,5,809,
1042,fc55e0f5-a048-4f24-abef-ea7257399840,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,E. coli,10,791,
1043,a676c9af-dd80-415e-af04-4b68e2afbc70,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Klebsiella spp.,16,784,
1044,c8ca1948-b686-4ccc-aad8-0b1d95d325a5,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Proteus spp.,2,809,
1045,62f441fb-c5b7-4379-959b-8fe5a13312f0,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Citrobacter spp.,0,808,
1046,739527f5-440e-4c31-96c9-469639bfabe6,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Pseudomonas spp.,1,809,
1047,a468f591-ebce-428c-908a-bf79ad274cd0,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Yeast,7,803,
1048,8ac66e54-213b-4f0e-8109-e3633144b3ab,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Bacillus spp.,2,808,
1049,a0a9d8c5-db1a-4325-8c3a-54c867da324c,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Coagulase-negative staph (CNS),43,680,
1050,5933b0b6-be6b-4326-81ab-a42ef5ab9eb6,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Corynebacterium spp. (C.bovis),2,804,
1051,c7715dfe-6a4c-4cad-9ca4-13b9121d8607,eeb7d7ca-a431-4b74-91d4-ef8d17addca3,1,130b4480-e1bf-4fb7-a1c6-c87d680d3ee8,,Enterobacter spp,29,800,
831,37b77e81-de6b-48c7-8dce-2893a4f4b858,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Strept. Uberis,24,572,
832,f13729ce-4458-4de3-bdc0-a3f10913babc,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Strept. Dysgalactiae,3,581,
833,0118d541-4bea-4954-88f5-e2fa83b447e8,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Coagulase-positive staph,2,585,
834,3f4aaf30-0d41-4dfa-a2f3-8d589bc4a1fb,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,E. coli,31,575,
835,7e080c51-5913-46fa-bfe0-35f8a040617e,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Enterobacteriaceae (non-e-coli),4,588,Other enterobacteriaceae
836,96722e12-c882-4612-92f6-a993ce0190e3,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Aerococcus spp.,15,561,
837,c4ca5159-39bd-4636-b309-770ae4dea63f,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Arcanobacterium pyogenes,5,588,
838,e10a48b0-a1a5-4921-b2b9-a529d31ac66a,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Others,13,570,Other major pathogens
839,c50d7012-0981-4f34-9e4e-ba9df48dc3cb,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Enterobacteriaceae (no specification),35,575,All enterobacteriaceae
840,2b82dede-8b3d-4d37-b464-ca746202a3a5,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Coagulase-negative staph (CNS),84,394,
841,d3a387f6-587b-41fb-8f23-108affc7105e,2d5f3df6-9e15-4e2b-b14d-9081e531bc74,1,b34be1e0-4cef-4b40-bdb3-21a5db94e1a7,,Corynebacterium spp. (C.bovis),27,248,
842,55eccf41-8200-4032-90ee-c82ef81dfe13,65e393b1-0e9d-46d4-9fbf-2a2d5104c30a,1,ac0af055-c244-4666-bcd7-34dd151544f9,,Strept. Uberis,12,561,
